ID Transaksi,Tanggal,Bulan,Tahun,Usia Pembeli,Gender,Berat Barang (gr),Berapa Kali Transaksi,Waktu Pengiriman (Hari),Ongkos Kirim
6473,25,2,2024,21,L,570,16,3,20000
3889,28,2,2024,43,P,986,7,6,50000
3214,26,8,2024,47,L,639,3,6,50000
2998,26,10,2024,31,P,999,2,12,30000
9541,2,10,2023,30,L,40,10,7,50000
7160,30,3,2022,73,L,199,9,8,30000
1696,10,1,2022,78,L,900,11,1,10000
5068,19,8,2024,49,P,726,19,3,50000
4009,16,12,2023,36,L,377,17,6,10000
6078,7,5,2023,56,P,145,20,14,40000
1274,8,11,2024,36,P,849,18,9,40000
3077,23,9,2024,50,L,238,12,10,20000
7601,12,6,2022,78,L,868,10,13,10000
5947,24,4,2022,22,L,744,11,3,40000
4736,31,9,2023,75,L,807,2,2,50000
4176,2,2,2023,42,L,587,6,5,10000
2631,20,12,2022,21,P,905,14,10,50000
6573,27,4,2023,75,P,454,19,12,10000
7286,5,12,2024,71,P,227,12,5,40000
9664,3,6,2023,24,L,259,2,7,10000
200,9,2,2022,38,P,138,15,5,50000
3327,3,10,2022,37,P,988,13,8,10000
9631,8,10,2024,65,L,6,4,4,40000
4673,2,4,2022,45,L,157,8,3,40000
8416,11,11,2022,44,L,477,8,11,50000
8973,9,9,2023,52,L,736,3,5,30000
8637,3,11,2024,67,P,648,16,8,20000
3897,12,2,2024,59,P,669,14,12,40000
6012,21,9,2023,38,P,964,3,3,50000
7099,13,4,2022,42,P,867,15,12,40000
6160,19,11,2022,69,L,337,13,7,10000
7067,24,8,2023,40,P,795,14,13,30000
9090,29,3,2023,46,L,772,2,12,10000
2881,17,9,2022,37,L,182,13,13,10000
8701,23,11,2023,32,L,64,11,14,50000
1031,9,8,2023,64,P,829,19,3,50000
343,15,5,2022,30,L,714,19,1,50000
3968,11,12,2024,34,P,437,8,12,20000
3925,20,9,2024,80,P,853,15,13,30000
5140,9,4,2023,21,P,619,1,4,10000
7758,24,5,2022,76,L,411,7,5,40000
6087,7,7,2022,56,P,399,5,1,30000
3797,23,4,2023,43,P,381,18,9,10000
6455,27,3,2023,75,P,178,17,3,40000
7747,23,3,2023,74,P,167,3,11,20000
4078,4,8,2023,61,L,678,2,7,40000
9705,22,1,2024,68,P,418,4,12,20000
5347,24,9,2022,27,L,370,19,9,30000
3137,27,6,2022,32,P,729,18,10,50000
9750,31,2,2024,22,P,163,16,2,30000
9907,27,9,2022,57,L,490,2,3,10000
498,22,1,2023,49,L,793,3,2,10000
8433,14,10,2023,44,P,726,18,6,40000
1778,31,2,2023,61,L,954,17,14,50000
7789,20,10,2023,53,P,193,19,13,20000
220,9,9,2024,35,P,969,11,3,20000
4097,2,5,2023,71,P,518,15,5,40000
5853,9,1,2024,70,L,488,18,6,30000
9508,14,9,2023,67,P,171,18,13,30000
4259,22,5,2022,28,P,635,19,3,50000
1789,3,8,2023,47,P,966,18,9,40000
2300,15,10,2024,70,L,868,4,1,50000
1058,20,4,2023,39,P,760,10,9,40000
9529,12,8,2024,44,P,563,16,5,30000
1774,18,8,2023,48,P,923,18,9,50000
861,3,11,2022,48,P,660,3,3,50000
1703,17,11,2024,39,L,928,14,3,50000
7711,4,2,2024,52,P,171,14,2,30000
9581,5,10,2023,70,P,206,18,11,50000
8626,12,6,2024,60,P,797,14,5,30000
3280,20,10,2023,43,P,904,16,14,20000
5818,16,12,2022,63,P,429,17,8,20000
3350,18,3,2023,46,L,227,1,14,10000
8197,18,2,2022,72,P,555,3,6,30000
317,12,8,2022,36,L,291,13,5,40000
2140,30,9,2023,44,P,103,12,2,40000
9151,11,8,2024,44,P,376,12,2,30000
7378,24,3,2022,79,P,340,11,11,30000
4483,17,3,2024,68,L,41,15,2,40000
9968,30,6,2022,79,L,504,17,11,20000
9696,21,1,2024,27,P,284,1,11,10000
9524,7,2,2023,65,L,624,10,9,40000
3634,31,3,2022,63,L,823,9,6,10000
1163,25,11,2023,77,P,303,1,1,20000
1384,2,5,2024,36,L,352,2,2,30000
5165,3,11,2024,60,L,68,2,6,30000
7560,3,1,2024,32,P,887,15,1,20000
2186,27,4,2023,41,L,918,8,13,10000
132,20,9,2024,47,P,109,4,2,40000
2328,7,2,2023,58,L,55,7,4,30000
5089,12,2,2024,75,P,176,16,4,20000
3616,19,9,2024,26,P,608,4,12,10000
3235,19,2,2022,50,P,904,2,13,20000
2084,23,4,2024,56,P,284,10,2,10000
5814,29,11,2024,25,L,832,13,6,10000
4721,30,6,2024,73,P,778,4,14,30000
4581,18,12,2024,23,L,566,4,10,10000
5653,16,3,2022,71,L,747,20,9,50000
255,5,9,2024,23,P,573,16,1,50000
3655,30,10,2023,22,P,12,13,9,10000
4770,27,5,2024,54,L,310,18,13,40000
5228,27,9,2022,36,P,837,5,14,10000
2451,27,6,2022,70,L,602,9,2,20000
2740,1,12,2024,40,P,331,6,3,20000
3222,10,7,2024,46,P,877,11,9,20000
7018,13,5,2022,65,L,234,13,8,50000
546,7,4,2024,54,L,491,10,8,10000
9300,15,8,2024,60,P,431,12,8,10000
5018,27,7,2022,64,P,259,6,11,10000
2187,6,10,2023,62,P,160,8,6,50000
3479,12,2,2024,70,L,998,19,1,10000
8033,6,6,2023,33,L,405,16,11,30000
5203,30,6,2024,55,L,39,13,8,20000
8942,29,10,2022,29,P,754,11,2,30000
5067,29,3,2023,78,L,576,18,9,20000
542,3,4,2022,46,L,771,16,1,40000
178,2,2,2023,76,P,514,16,8,40000
8818,15,5,2024,80,L,840,16,11,30000
725,20,7,2023,22,P,66,1,14,40000
3415,22,1,2024,43,P,465,3,6,20000
257,19,5,2023,48,L,939,10,11,40000
4158,25,11,2022,21,L,970,2,14,40000
4461,8,11,2022,30,P,504,2,11,10000
731,6,8,2022,26,P,903,19,12,40000
2577,12,1,2023,78,L,105,17,12,30000
3485,30,10,2023,78,P,767,11,1,20000
1006,24,2,2024,65,P,917,4,9,30000
8916,12,5,2022,70,L,590,5,6,10000
9338,27,9,2023,58,L,323,8,5,20000
6106,9,2,2023,68,L,584,8,4,10000
8057,10,10,2024,38,P,50,6,10,20000
7576,17,9,2023,60,L,596,15,7,10000
2805,4,12,2022,70,L,386,1,9,10000
2601,19,7,2024,59,L,730,3,11,20000
8363,26,12,2022,24,L,839,8,5,50000
3626,30,11,2024,69,P,386,15,5,50000
1237,2,11,2023,26,P,690,3,1,10000
2225,1,7,2024,79,L,332,3,9,30000
1977,19,11,2023,33,L,600,2,12,20000
472,8,10,2022,25,P,949,20,2,10000
8910,28,4,2024,57,P,730,19,4,40000
5269,10,1,2023,21,P,910,5,3,50000
3506,27,6,2022,34,P,914,10,9,20000
4373,22,12,2023,33,P,400,8,3,50000
8056,18,2,2022,45,L,470,1,4,40000
1194,6,10,2023,56,P,606,9,12,10000
9554,6,10,2023,34,L,879,18,10,10000
7917,20,9,2024,47,L,561,2,3,50000
2065,2,3,2022,26,P,932,7,4,40000
9259,15,7,2022,21,P,904,9,8,10000
5659,10,4,2023,25,L,21,8,2,10000
998,30,8,2024,40,L,515,7,1,10000
6934,21,6,2023,38,L,479,5,7,10000
3196,2,11,2022,49,L,331,20,8,40000
4198,17,3,2024,65,L,863,1,5,10000
6531,7,3,2023,55,L,127,8,3,50000
2065,27,7,2023,23,L,252,7,9,40000
3347,12,5,2024,21,L,703,10,13,50000
5010,16,1,2023,48,P,41,17,9,20000
3351,3,11,2024,38,L,963,9,8,50000
9830,5,7,2022,48,P,445,5,6,40000
8646,2,1,2023,56,P,145,2,12,40000
4956,9,12,2022,70,P,948,10,7,30000
2750,31,8,2022,49,P,660,10,4,20000
752,18,12,2024,25,P,133,20,2,50000
3591,25,8,2024,76,L,828,18,11,50000
2480,7,1,2024,28,L,768,10,7,30000
1528,21,11,2022,72,P,537,8,8,10000
717,6,10,2024,27,L,595,19,3,20000
5404,16,7,2023,76,L,395,1,9,20000
7150,6,12,2023,74,L,720,15,4,10000
9541,21,4,2024,26,L,85,20,1,40000
5429,17,11,2022,58,L,502,9,6,50000
655,1,5,2023,27,L,651,6,8,20000
8816,6,7,2024,34,P,722,1,14,50000
7141,8,10,2024,33,P,662,20,4,30000
1457,5,12,2022,32,P,772,15,12,20000
2867,31,6,2022,68,L,946,5,13,20000
5184,17,3,2024,34,P,445,13,4,20000
4020,21,10,2024,75,P,442,4,2,40000
2011,21,11,2024,21,P,246,5,13,10000
3430,19,5,2022,25,P,273,12,5,40000
8271,12,7,2023,45,P,440,5,14,20000
2688,31,1,2024,67,P,188,12,10,20000
1772,28,6,2024,32,L,522,16,8,10000
8022,14,1,2023,44,L,299,1,7,50000
5643,5,11,2024,42,L,746,3,14,10000
9800,4,9,2022,54,L,550,16,6,30000
2810,15,11,2022,33,P,626,4,10,30000
1360,14,1,2024,72,L,79,11,10,20000
8382,14,5,2022,80,P,408,1,5,20000
9379,25,5,2024,24,P,754,18,3,30000
3647,9,7,2022,68,L,512,1,7,40000
3852,31,6,2024,41,P,680,1,2,30000
5459,29,10,2023,75,L,754,19,4,40000
1907,14,4,2023,79,P,157,3,6,10000
8312,21,11,2022,61,P,867,13,3,20000
2041,23,1,2023,61,P,695,7,5,10000
2098,14,6,2022,37,L,240,11,10,40000
5989,4,9,2023,73,L,332,18,8,30000
4892,9,10,2023,53,L,498,3,9,50000
615,5,12,2023,75,P,391,17,6,40000
9668,16,2,2024,41,P,203,4,8,40000
5547,6,10,2022,63,P,555,1,10,30000
5488,8,10,2022,49,L,29,3,12,40000
3964,20,5,2023,53,P,836,14,10,10000
6115,23,3,2024,56,P,878,13,8,40000
6799,14,8,2022,22,L,487,19,8,20000
5689,31,8,2024,36,P,552,20,4,40000
8686,27,2,2023,60,P,122,9,5,10000
2269,15,6,2023,60,L,448,19,12,20000
3992,4,6,2022,32,P,212,7,8,10000
1911,18,8,2022,27,L,384,8,10,50000
1893,1,9,2022,51,P,877,4,4,50000
2349,23,5,2024,38,L,743,9,14,50000
6555,19,5,2022,30,P,371,14,1,10000
4843,16,3,2024,25,L,770,10,1,30000
4523,24,11,2022,33,P,436,5,13,40000
7070,7,5,2023,73,P,488,17,13,20000
1097,23,11,2024,41,P,882,19,10,20000
240,8,12,2023,46,L,277,6,13,40000
5414,24,9,2022,66,L,902,15,8,20000
4572,5,4,2024,25,L,224,19,7,30000
6143,27,6,2023,47,L,196,9,10,50000
2669,27,2,2022,72,L,845,2,8,10000
3906,31,2,2024,32,P,599,6,6,20000
2810,21,3,2024,43,L,391,3,13,20000
7477,20,2,2023,74,L,655,8,12,50000
5972,28,2,2023,66,P,798,16,10,40000
1232,2,6,2024,44,P,418,8,3,50000
8676,27,12,2023,21,P,25,16,6,20000
6483,7,12,2024,79,P,340,9,8,20000
869,19,1,2024,42,P,266,13,8,30000
6498,4,4,2024,53,L,872,9,8,20000
4351,11,5,2024,44,P,767,9,13,50000
2325,6,3,2024,66,P,726,14,11,40000
41,15,12,2022,66,L,563,8,1,40000
9379,8,4,2022,50,L,181,13,13,10000
1871,12,9,2024,61,L,737,19,1,50000
3145,6,11,2023,27,L,384,8,11,50000
1912,15,7,2023,22,L,671,20,1,40000
8131,12,6,2024,53,P,651,11,1,10000
1637,10,5,2023,64,L,792,11,10,10000
514,10,12,2022,23,L,64,2,2,20000
4115,18,6,2024,29,L,112,4,14,20000
7512,10,3,2024,59,L,15,2,11,30000
6171,14,6,2023,73,L,494,7,3,20000
8869,6,6,2023,25,P,18,20,6,50000
6658,10,8,2024,44,L,107,9,13,40000
4650,15,8,2022,79,P,417,16,10,30000
7208,31,6,2023,31,P,292,14,7,50000
3939,3,4,2022,44,L,563,1,12,30000
9678,17,6,2022,41,L,89,19,12,10000
4925,11,11,2023,45,P,732,17,14,10000
9479,27,10,2023,76,L,96,16,9,50000
3280,30,3,2022,58,P,193,17,3,20000
6932,8,10,2023,44,P,257,9,13,50000
7334,6,7,2023,28,P,627,1,9,20000
686,29,1,2024,74,P,516,11,5,50000
4116,28,6,2022,39,P,79,20,1,40000
4182,29,9,2024,32,P,240,11,4,50000
2778,15,5,2023,28,L,89,14,2,20000
4388,17,6,2022,28,L,584,20,12,30000
8136,15,11,2024,44,P,158,12,7,10000
3458,26,5,2023,60,L,742,15,2,30000
6074,25,3,2024,24,P,540,18,8,20000
2869,22,12,2023,42,L,392,14,7,10000
8875,31,4,2023,25,L,209,6,1,10000
8840,8,10,2024,68,L,694,20,10,20000
5143,24,10,2022,50,L,270,16,9,10000
1863,18,8,2023,38,P,997,16,3,10000
5193,27,3,2022,64,P,531,6,3,40000
8401,27,9,2024,70,P,820,20,13,20000
6774,31,8,2022,26,L,267,20,5,40000
2986,26,10,2024,39,P,516,3,9,40000
2087,18,4,2024,34,L,579,10,12,40000
2461,5,4,2022,48,P,788,1,1,10000
8042,2,1,2023,64,P,237,14,11,40000
3965,13,9,2023,57,P,18,10,14,40000
8992,2,3,2022,31,P,857,19,8,10000
5561,8,6,2022,71,L,634,6,11,40000
9437,20,2,2024,80,L,501,3,12,30000
8431,27,9,2022,26,L,777,14,10,50000
6951,14,12,2024,24,P,299,13,11,30000
4049,20,2,2024,65,P,877,1,11,40000
4422,8,11,2024,36,P,203,20,11,50000
8459,6,10,2023,58,L,144,6,10,10000
2402,12,10,2022,56,P,596,14,9,40000
9773,6,7,2023,79,L,411,1,1,20000
6445,12,3,2023,49,P,985,2,5,20000
4082,10,2,2023,63,P,912,16,7,40000
2679,27,12,2022,24,L,491,17,2,50000
8229,17,3,2023,36,P,638,6,14,30000
2492,21,3,2024,60,L,828,10,10,30000
4431,16,11,2023,71,L,145,12,8,20000
9175,2,4,2023,25,P,568,3,10,20000
4866,10,3,2023,67,P,29,20,5,20000
2547,14,5,2024,55,P,762,18,10,10000
9898,30,7,2023,33,L,967,14,8,30000
4460,22,7,2023,59,L,691,13,14,10000
231,23,3,2022,74,L,919,2,3,40000
6535,24,2,2024,77,P,722,7,5,40000
474,25,6,2024,58,L,797,11,11,20000
8011,31,2,2024,24,L,974,7,10,30000
8912,25,12,2022,73,P,67,6,6,10000
3408,4,12,2023,41,P,279,15,14,40000
6516,21,12,2022,54,L,993,15,8,30000
9295,26,4,2024,73,P,639,1,6,20000
4482,14,7,2023,44,L,182,3,11,40000
2671,3,6,2023,69,L,453,5,13,30000
6581,16,8,2022,35,L,311,18,13,20000
257,17,10,2024,74,P,582,10,9,50000
1089,22,2,2024,61,P,480,15,7,40000
3716,23,9,2023,30,L,493,1,3,40000
2412,28,11,2022,71,L,236,15,6,20000
7420,27,6,2022,73,P,368,12,2,10000
9499,25,3,2023,75,P,742,6,14,40000
8907,27,10,2023,37,L,648,6,5,50000
5317,24,5,2024,53,L,323,8,3,50000
6284,30,2,2023,40,P,6,17,14,50000
2007,15,3,2024,40,P,305,3,12,10000
7074,28,6,2024,32,L,720,19,12,20000
2746,10,9,2023,47,L,736,14,5,50000
5381,26,1,2022,35,P,980,2,1,50000
4178,6,10,2022,75,L,505,8,13,40000
8472,14,2,2022,61,P,30,7,14,50000
2913,23,3,2022,43,L,684,17,2,30000
7865,25,2,2023,78,L,590,19,14,30000
7699,17,11,2024,25,P,157,17,14,40000
688,9,9,2023,47,P,343,9,4,40000
1395,3,2,2022,44,L,155,8,2,10000
6040,17,4,2024,63,P,606,5,14,10000
2894,22,2,2022,74,P,611,11,5,20000
4298,8,12,2024,40,L,79,14,8,20000
1129,18,4,2022,30,P,961,8,2,20000
2841,4,8,2023,51,L,217,15,14,50000
2846,6,2,2024,31,P,60,1,3,30000
9210,16,10,2024,48,L,745,8,2,40000
1892,19,6,2022,28,P,768,20,6,50000
1669,11,1,2024,32,L,622,5,7,10000
5150,18,11,2024,26,L,776,1,4,30000
5527,4,9,2023,80,P,794,10,6,10000
6394,3,11,2023,34,L,731,14,4,50000
1323,26,5,2022,65,P,337,1,3,30000
7391,5,3,2023,36,L,77,6,9,10000
9724,21,4,2023,58,P,904,14,7,50000
7099,7,5,2023,74,L,195,9,13,40000
2799,11,4,2023,46,L,446,3,10,10000
7380,9,10,2024,69,L,231,18,1,40000
755,21,8,2023,38,L,755,5,9,40000
2632,6,7,2024,36,P,669,15,4,40000
4120,10,6,2022,76,L,711,9,6,20000
4193,15,11,2024,38,L,996,4,4,50000
265,23,1,2023,56,P,996,18,3,10000
5679,13,8,2022,32,L,131,10,14,20000
9817,11,12,2022,68,L,651,7,5,40000
6457,16,12,2022,53,P,677,12,10,30000
8884,24,4,2022,35,P,455,10,9,10000
1981,27,6,2022,51,L,327,11,8,10000
6476,6,12,2023,36,L,465,4,6,20000
1928,25,1,2024,34,P,265,13,8,10000
3679,31,3,2024,47,L,310,15,3,20000
4545,19,8,2024,50,L,371,8,8,20000
9561,15,7,2022,24,L,8,4,7,40000
2017,22,12,2022,36,L,671,18,3,50000
2083,19,10,2024,31,P,318,15,9,30000
3042,8,10,2023,34,L,563,4,10,30000
9415,31,8,2024,39,P,602,1,6,50000
1686,24,10,2023,24,P,675,16,2,40000
5055,26,6,2022,63,P,631,12,12,20000
3762,31,3,2023,30,L,633,19,1,20000
2120,12,7,2024,57,P,685,12,8,20000
6390,13,6,2023,64,P,488,20,11,50000
5778,3,2,2024,67,P,765,11,14,10000
4383,25,7,2024,68,L,915,11,13,40000
3308,5,11,2023,42,L,339,13,4,30000
3999,13,1,2024,63,P,836,12,7,50000
4060,5,5,2022,67,P,499,1,14,30000
4519,10,2,2022,74,P,382,17,7,20000
4443,2,4,2023,59,P,622,9,4,10000
651,29,12,2024,78,L,147,3,11,10000
6117,4,3,2022,27,L,548,7,2,30000
7517,16,1,2024,39,L,913,13,5,40000
3341,23,12,2023,80,P,55,3,7,40000
7453,16,11,2024,71,L,378,7,5,30000
3098,11,6,2023,72,L,57,11,7,30000
353,23,9,2024,65,L,250,11,11,30000
3909,2,1,2023,57,P,472,16,8,10000
2308,24,2,2022,34,P,68,3,11,20000
8290,25,6,2024,34,P,595,2,13,30000
3405,16,3,2022,21,P,963,4,6,40000
1127,24,5,2022,58,L,611,4,10,20000
8328,29,7,2023,28,P,376,1,7,50000
8302,16,8,2022,63,L,602,3,5,40000
3192,21,10,2022,33,P,313,10,3,50000
3718,11,3,2024,70,P,361,11,1,30000
4140,14,11,2024,75,L,545,13,11,40000
9252,26,12,2024,60,L,37,9,1,40000
380,24,2,2022,27,P,44,8,7,30000
8764,28,9,2023,23,P,785,8,1,50000
9033,27,7,2023,51,P,894,1,7,40000
8765,23,5,2024,78,L,544,18,12,50000
6917,17,12,2023,55,P,390,1,2,30000
1808,10,1,2023,32,L,987,6,4,10000
321,4,4,2024,36,L,489,11,13,40000
1576,1,5,2024,29,P,562,2,4,20000
7856,28,3,2023,59,P,334,2,12,10000
8613,18,7,2022,26,P,199,8,5,30000
5336,23,1,2024,28,L,691,7,4,20000
10000,22,3,2024,70,P,592,6,5,30000
2808,30,11,2022,39,P,204,18,7,50000
5913,28,10,2022,73,P,583,10,8,50000
4372,15,5,2022,24,P,745,6,8,20000
8269,12,1,2022,61,P,743,12,8,30000
5953,3,6,2022,60,P,90,17,11,30000
566,25,2,2024,27,P,383,19,14,20000
5359,23,11,2023,31,L,611,19,11,30000
141,31,10,2023,52,P,40,14,3,30000
451,27,11,2022,57,P,421,9,10,40000
9271,2,7,2024,72,P,522,12,14,30000
5588,9,4,2022,60,P,826,19,2,10000
5103,27,4,2024,62,L,591,8,6,50000
5992,31,6,2023,53,P,56,1,12,40000
3606,24,4,2024,74,P,473,12,14,30000
3885,10,6,2024,21,L,849,18,9,30000
7705,3,6,2023,73,P,198,16,2,30000
758,29,1,2022,60,P,118,11,3,40000
6875,29,3,2022,46,P,532,14,8,30000
1506,4,8,2023,43,L,154,8,14,10000
2628,18,2,2023,72,L,906,16,12,30000
1207,20,9,2023,34,P,928,6,9,30000
1641,21,8,2022,22,L,545,10,5,40000
8888,10,3,2022,51,L,629,6,7,20000
3755,5,6,2024,71,P,960,17,2,20000
2876,18,9,2022,65,P,673,6,4,30000
8808,19,5,2023,68,P,885,13,10,40000
9213,4,1,2022,32,P,360,2,13,40000
6651,1,7,2024,39,L,244,15,7,20000
9994,16,10,2023,67,L,348,13,10,20000
582,26,1,2023,35,L,368,15,14,10000
98,10,12,2022,26,L,127,18,13,20000
4878,15,6,2023,62,P,232,11,5,20000
8416,30,7,2022,29,P,999,18,6,30000
8355,10,5,2024,58,L,842,7,10,20000
729,22,6,2022,23,L,354,18,4,30000
9645,21,4,2023,72,L,173,10,1,20000
9079,22,5,2024,67,P,90,13,13,20000
4920,2,11,2022,47,L,40,10,10,40000
8402,11,8,2024,35,P,285,15,8,30000
4308,13,7,2024,43,P,490,18,6,20000
2984,3,3,2024,80,L,394,20,6,40000
7760,21,12,2023,76,P,21,1,8,50000
2488,8,6,2022,30,L,383,3,4,50000
5396,1,11,2022,33,P,646,14,2,40000
9839,20,3,2024,74,P,139,14,4,10000
9908,13,10,2022,75,P,541,17,3,10000
2862,14,9,2023,22,P,922,12,6,30000
1579,11,10,2023,30,L,57,13,7,40000
9685,12,5,2024,52,P,329,16,8,10000
5217,10,5,2024,61,P,181,8,10,10000
3486,18,10,2023,60,P,610,18,13,30000
6155,28,5,2022,61,L,307,4,9,20000
3060,28,1,2023,39,L,709,7,1,30000
4497,22,10,2023,40,L,506,5,5,10000
5364,14,10,2023,70,L,48,20,8,20000
5313,3,2,2023,52,P,570,6,4,50000
9317,10,5,2023,56,L,805,10,6,30000
3076,8,10,2023,67,L,209,20,8,30000
5258,25,1,2024,49,P,821,15,6,10000
1531,12,10,2023,35,P,788,14,2,30000
6466,16,8,2023,21,L,655,3,12,20000
5272,6,6,2022,54,L,404,16,6,30000
9304,26,1,2024,60,L,752,16,8,50000
2354,28,2,2022,31,L,237,17,7,20000
6117,13,4,2022,55,L,593,18,5,20000
4083,15,8,2022,26,P,292,16,14,40000
2479,1,11,2023,46,P,598,10,2,40000
3378,5,2,2024,80,L,786,14,8,20000
3656,18,3,2022,70,L,877,1,10,30000
3957,29,5,2023,55,L,280,16,3,30000
266,5,12,2024,55,L,393,12,6,20000
9858,31,3,2024,72,L,435,11,4,30000
2861,1,12,2022,35,P,500,1,14,40000
8530,8,6,2022,78,P,249,6,1,20000
5491,4,4,2024,45,L,514,6,14,50000
3938,31,4,2024,40,P,708,5,13,10000
924,26,10,2022,49,P,567,17,12,50000
2425,23,7,2023,25,P,491,16,1,20000
2670,14,5,2023,44,L,348,3,5,10000
669,26,5,2022,52,P,786,11,2,40000
627,1,8,2023,77,L,213,13,8,40000
2580,3,3,2022,23,P,791,16,8,50000
2200,28,1,2022,57,P,526,2,11,50000
1413,26,12,2023,70,P,873,5,10,30000
3341,13,2,2022,77,L,241,10,2,40000
3449,25,6,2022,35,P,280,10,3,30000
4299,11,8,2024,21,L,545,15,1,20000
140,11,2,2023,23,L,542,16,1,40000
2579,11,5,2023,43,L,168,14,11,50000
4003,27,4,2024,34,P,103,13,12,20000
9888,6,12,2023,74,L,654,1,13,20000
8464,6,9,2023,68,P,845,7,1,30000
8922,4,1,2024,37,L,901,9,14,50000
8011,23,5,2022,24,P,397,1,6,10000
4949,13,9,2023,60,L,298,15,7,20000
954,13,4,2024,57,P,414,6,12,10000
5803,7,10,2022,51,P,304,9,7,40000
9666,15,2,2023,46,P,56,16,12,20000
5631,5,5,2022,58,L,659,3,9,10000
3849,31,4,2022,77,L,968,12,11,50000
4222,3,9,2023,23,P,580,9,1,30000
6320,27,4,2022,76,P,791,12,9,40000
8193,20,3,2023,52,P,176,17,9,30000
8489,11,2,2023,37,P,735,19,8,50000
7017,12,4,2022,73,P,865,2,9,10000
583,31,2,2024,29,P,847,19,8,30000
2848,22,12,2022,73,L,675,7,4,20000
7888,12,11,2023,41,L,22,9,5,10000
9123,6,8,2022,61,P,719,5,12,10000
7700,8,3,2024,70,P,212,16,13,10000
6224,18,10,2024,25,P,300,16,12,50000
7497,25,9,2022,60,L,957,14,4,10000
998,15,4,2024,28,L,62,3,3,30000
2184,28,1,2022,57,P,248,4,8,30000
9479,17,8,2022,41,P,343,19,12,40000
7698,18,4,2024,69,P,900,19,3,40000
6477,3,8,2023,67,L,403,1,5,30000
2616,14,9,2022,35,L,630,8,14,20000
7713,5,9,2023,45,P,33,15,3,40000
7391,27,7,2023,60,L,201,10,8,20000
1037,22,10,2023,44,P,33,9,10,30000
1799,31,7,2024,33,L,960,7,10,30000
6632,22,5,2024,56,L,139,2,1,10000
6663,17,6,2022,56,L,793,4,14,40000
4402,24,11,2024,55,P,914,9,9,10000
1489,7,11,2023,34,P,923,20,2,50000
3292,30,7,2022,57,L,902,13,11,50000
2964,27,9,2023,41,L,662,6,11,50000
319,24,9,2022,70,P,23,1,14,50000
7791,15,11,2024,37,L,426,13,5,10000
8697,4,10,2023,39,P,857,1,7,50000
5353,3,8,2022,68,L,977,14,3,50000
4051,30,4,2022,44,P,662,17,4,30000
9240,7,6,2023,57,P,934,3,1,40000
9072,27,6,2023,29,P,536,17,3,40000
9491,4,9,2024,55,L,741,9,10,50000
7193,1,4,2024,29,L,382,17,1,20000
1670,8,7,2022,35,P,353,3,13,10000
6198,26,6,2024,41,L,348,11,11,40000
2607,7,5,2024,71,L,237,16,11,40000
2861,4,8,2023,50,L,914,18,13,40000
6050,25,5,2023,70,P,69,4,6,10000
5710,19,4,2022,45,L,728,7,1,50000
1330,6,10,2024,40,L,728,12,5,30000
8830,6,6,2022,54,L,395,3,10,20000
7654,3,1,2023,79,P,882,12,14,20000
3078,14,2,2022,32,L,333,14,10,10000
8834,29,8,2024,41,P,873,5,8,50000
4877,14,12,2023,30,P,388,1,7,30000
651,26,12,2024,67,L,910,11,6,20000
6490,9,8,2022,79,L,334,4,8,50000
4958,31,4,2022,78,P,634,20,8,30000
4608,15,8,2023,79,P,875,14,12,50000
1628,29,9,2023,46,P,280,1,2,30000
5555,31,11,2024,42,P,610,4,1,20000
8275,18,5,2023,67,L,633,8,8,10000
513,3,3,2024,52,P,688,12,7,20000
9094,17,11,2022,68,L,796,19,8,30000
5720,4,10,2024,56,P,716,1,12,30000
9305,8,8,2024,51,P,954,10,5,40000
3418,13,8,2023,55,P,250,1,13,30000
1072,22,1,2022,28,L,980,20,9,30000
1783,15,3,2022,31,P,30,3,1,40000
464,30,9,2023,65,P,486,12,13,10000
8690,7,3,2024,51,L,564,20,12,40000
4419,28,7,2023,28,L,700,7,10,50000
8643,25,3,2023,24,P,226,4,12,40000
6580,15,2,2022,45,P,419,6,3,30000
6020,13,11,2024,48,P,211,6,5,10000
2819,11,10,2024,74,P,782,9,1,10000
31,25,5,2023,70,L,957,10,7,40000
8626,6,2,2023,45,P,672,9,4,20000
5938,29,8,2022,71,L,790,15,3,40000
349,9,12,2022,31,P,190,4,2,10000
7517,3,1,2024,22,L,709,12,8,50000
5880,27,4,2024,79,L,737,20,8,20000
3741,27,2,2022,53,P,494,2,12,30000
3325,11,4,2022,27,L,261,19,4,20000
6714,14,11,2022,59,P,391,15,3,40000
1157,29,2,2023,58,P,341,9,1,30000
9759,18,3,2024,39,L,326,12,10,10000
3106,14,2,2024,49,P,477,4,1,50000
7215,2,2,2023,75,L,199,16,7,40000
2392,7,3,2024,65,P,404,13,1,30000
5271,4,12,2022,27,P,343,15,7,30000
5249,5,4,2023,29,P,24,14,5,20000
1655,28,12,2022,53,P,426,1,9,20000
6698,7,7,2022,46,L,92,19,10,30000
792,28,7,2023,33,L,556,6,13,10000
7484,21,5,2024,32,P,616,13,2,10000
1969,31,9,2023,52,P,870,6,11,20000
9957,16,10,2022,65,L,650,11,3,50000
5296,27,6,2022,44,L,227,2,11,20000
8120,12,6,2023,22,L,762,8,2,50000
8364,23,5,2024,69,P,505,1,5,40000
259,18,2,2023,35,P,8,2,12,20000
9574,15,3,2023,43,L,811,7,14,30000
